#n ARPACK Stratmann
1  38.31 106.96
2  33.76 65.22
3  33.28 43.70
4  30.30 34.78
5  29.70 30.57
6  29.32 27.03
7  31.94 25.08
8  31.76 23.07
9  35.57 23.80
10 33.23 22.38
11 38.11 21.91
12 41.77 21.23
13 40.26 21.64
14 40.11 20.97
15 38.70 20.52
16 42.46 20.42
